animal_type,weight_kg,height_cm,age_years,number_of_friends,birth_date,birth_unix,color,can_fly,can_swim,can_run,watches_youtube,daily_food_grams,popularity_score,social_media
bird,27.407974487249913,64.13795306811818,13,9,2012-02-09,1328745600,gray,False,True,True,False,77.6446065986787,7.994669463196231,Flying scenes in movies never get the aerodynamics right. #BadPhysics
fish,20.540261966359807,69.37026077114653,18,1,2007-02-14,1171411200,blue,False,False,True,True,87.24479400479575,9.491875289732423,The lighting in this tank is terrible for my complexion. #FilterNeeded
bird,35.565378618296904,65.8231093043772,9,7,2016-01-03,1451779200,gray,True,True,True,False,90.21550224530358,8.250672259393598,"Singing since 5am. The neighborhood loves me, I'm sure of it."
turtle,41.39403250823897,47.48981041504374,9,1,2016-12-24,1482537600,mixed,True,False,True,True,72.05079979218311,6.663255223768448,Contemplated the meaning of life for six hours. Made significant progress.
bird,32.5320926000255,59.9008232649665,12,7,2013-02-16,1360972800,gray,True,True,True,False,65.89107302451949,8.6635464367396,Found the perfect branch today. #HomeImprovement
fish,15.91096310341472,74.20131412234687,15,4,2010-02-23,1266883200,blue,True,False,True,True,83.93029697681186,9.931174889082163,The lighting in this tank is terrible for my complexion. #FilterNeeded
bird,34.49304643328919,61.699836443278045,11,5,2014-02-10,1391990400,blue,False,True,True,False,76.34442040847658,7.316518995004023,"Singing since 5am. The neighborhood loves me, I'm sure of it."
dog,11.215812157403017,81.23333697372023,1,11,2024-12-11,1733875200,green,False,False,True,False,87.67593206385665,10.0,That movie about dogs on an adventure was so inspiring! 🎞️ #DoggoFilmCritic
cat,5.6315449524821455,95.31602489448818,7,8,2018-01-09,1515456000,red,True,True,False,True,103.71565706361845,7.948884667600062,Watched a great film last night about mice. Would watch again! 🐭🎬
dog,10.52413214997011,85.75334569909865,5,9,2020-02-04,1580774400,red,True,False,False,False,108.02451984914288,6.956525897914464,Got to lick a plate clean after dinner! SO AMAZING! BLESSED!
turtle,70.14963410502736,16.97829482845446,10,1,2015-12-27,1451174400,mixed,True,False,True,True,51.755116035901594,3.642950047928694,Moved three inches to the left. That's enough productivity for today.
cat,5.475228880355467,101.87912242700132,4,2,2021-01-03,1609632000,red,True,True,True,False,89.36546378302137,4.77356805955578,Spent all day judging everyone. It was exhausting being this superior.
fish,22.660747185789184,67.14164118480866,17,1,2008-12-11,1228953600,blue,True,True,True,True,101.07098688248759,9.113660846721563,Watched 'Finding Nemo' for the 100th time. Still upset about the inaccurate portrayal of marine life. 🎬
dog,11.107976849339435,84.08844219403348,4,7,2021-12-09,1639008000,gray,True,False,False,True,90.07716055516518,10.0,Someone dropped food and I GOT THERE FIRST! WINNING AT LIFE!
fish,14.994870483691745,78.15740790528314,13,4,2012-02-19,1329609600,blue,False,True,False,True,72.72635178082888,10.0,New filter day. Not sure if improvement or disruption to my routine.
cat,3.4626168964292736,98.31712184451793,3,2,2022-01-15,1642204800,red,True,True,True,False,102.17955864086247,6.755200133898415,My human thinks I can't open the food cabinet. They're so naive. #MissionImpossible
dog,6.748823715200741,93.96981350310683,5,9,2020-01-03,1578009600,green,False,False,False,False,95.28635673553806,7.787974855374502,MY HUMAN IS HOME! I LOVE WHEN MY HUMAN IS HOME!
turtle,42.17409950574128,48.30977143871338,8,3,2017-12-01,1512086400,mixed,False,False,False,True,68.29268227710122,6.582279759223732,Still thinking about that lettuce from last week. Good times.
cat,3.986820054857687,101.08608822213287,8,6,2017-02-15,1487116800,red,True,True,False,False,103.66674116904822,7.360095530077888,That movie with the orange cat was completely unrealistic. We're much more cunning.
bird,28.384911901344914,66.07677974944968,14,11,2011-12-11,1323561600,gray,False,False,True,False,75.80594634419619,9.993189981649344,"Singing since 5am. The neighborhood loves me, I'm sure of it."
dog,9.35915168335309,85.71724624431135,2,9,2023-02-20,1676851200,green,True,True,True,True,92.51619495361238,10.0,Played with my favorite toy for TWO HOURS! INCREDIBLE DAY!
bird,34.610234260310655,65.06497433629511,12,7,2013-02-07,1360195200,gray,False,False,True,False,66.75444786377089,10.0,That scene in the film where the bird speaks? Completely unrealistic dialogue. #BadWriting
bird,40.80428521244956,49.8423785934767,12,7,2013-02-24,1361664000,gray,True,True,True,False,74.62415459192168,5.751836761669286,Performed my song on a stage of branches this morning. The audience went wild! 🎭
fish,25.715117181242302,68.30142197665829,15,4,2010-12-02,1291248000,blue,False,False,False,True,64.8666102514646,9.155031637952971,The lighting in this tank is terrible for my complexion. #FilterNeeded
bird,32.226432406166275,60.90161753721463,15,9,2010-12-26,1293321600,red,True,False,True,False,74.2237364396485,9.803248647925402,My singing was featured in the background of that new nature film. #MovieStar
turtle,41.69368456334839,51.08871129779668,7,5,2018-02-07,1517961600,mixed,False,False,False,True,66.39484844570556,9.295864037101222,Watched the same leaf float by. Twice. Exciting day.
cat,7.098578836597021,97.41669139904612,2,4,2023-01-25,1674604800,red,False,True,False,False,98.35261451757725,7.139780536782704,Spent all day judging everyone. It was exhausting being this superior.
fish,17.246635795181167,83.76535413279667,20,4,2005-02-04,1107475200,mixed,False,False,False,True,95.48042614631898,8.837927483429374,My memory isn't actually that bad. I just pretend so the humans don't suspect anything.
fish,22.17221903411024,76.49828192401172,20,4,2005-12-09,1134086400,blue,False,False,False,False,84.4869824070186,9.22981552142397,Three laps around the castle. New personal record.
cat,5.562587552817815,88.48143081919068,2,4,2023-12-26,1703548800,red,False,True,False,False,87.51177598245725,8.8880900827894,Spent all day judging everyone. It was exhausting being this superior.
fish,14.692876418029748,82.25120146035185,12,2,2013-01-20,1358640000,blue,True,False,False,True,93.69241647752318,8.552418348236197,The other fish don't appreciate my scales in this lighting.
fish,17.37062462136241,78.45130414133875,18,1,2007-01-10,1168387200,blue,False,False,True,True,107.6673015851035,7.954771416401944,My memory isn't actually that bad. I just pretend so the humans don't suspect anything.
fish,22.56560787066191,75.72305769035545,11,1,2014-12-10,1418169600,blue,True,False,True,True,65.86847492429732,8.08184866336008,The lighting in this tank is terrible for my complexion. #FilterNeeded
turtle,48.47204229953205,40.86517061249707,9,1,2016-12-15,1481760000,mixed,True,False,True,False,77.08521254037247,5.90871473179698,Planned my route to the food bowl. Execution scheduled for tomorrow.
dog,18.736843439747037,84.70456385834952,5,9,2020-01-17,1579219200,green,False,False,False,True,77.08971748883931,8.874877240685095,MY HUMAN IS HOME! I LOVE WHEN MY HUMAN IS HOME!
dog,8.664482465532732,92.82744516601498,2,9,2023-12-27,1703635200,green,True,False,True,False,91.59610685896328,8.392902417866724,Just rolled in something AMAZING smelling! SO HAPPY RIGHT NOW!
bird,21.93511571332888,76.63038085678191,14,11,2011-02-22,1298332800,red,False,True,True,False,93.02747056833046,8.53551647081727,Theater critics loved my dawn performance. Five star reviews! 🎭
turtle,50.72851394673773,34.238444757656374,4,1,2021-01-04,1609718400,mixed,True,False,False,True,56.51107369139542,6.000976081327716,Made it across the room today. #SpeedDemon
cat,4.355551309824331,91.1852987131341,8,6,2017-12-14,1513209600,red,True,True,False,False,95.62331874822603,7.5257103877840805,Another day of being misunderstood by my human staff. They'll learn eventually.
fish,11.424009371641173,83.66578185965456,14,6,2011-01-21,1295568000,blue,False,False,False,True,97.34718521758428,8.831521822175858,New filter day. Not sure if improvement or disruption to my routine.
bird,36.683505541146204,56.021897895109845,14,11,2011-12-08,1323302400,gray,True,True,True,True,66.51368881395409,8.695251104274874,"Singing since 5am. The neighborhood loves me, I'm sure of it."
cat,6.982566666751958,97.5766090347779,2,4,2023-12-18,1702857600,red,True,True,False,True,94.0395693968676,8.14845366906862,Just knocked over a vase. No regrets. #CatLife
fish,24.26888525247367,67.07287099730982,15,4,2010-01-12,1263254400,blue,True,False,False,True,96.05139701573896,8.504496819057076,Three laps around the castle. New personal record.
fish,21.602135949712025,65.97235333352283,15,4,2010-12-09,1291852800,blue,False,False,True,True,86.27631749226425,7.343118599017748,The lighting in this tank is terrible for my complexion. #FilterNeeded
dog,9.595027214598126,95.65357255323626,4,7,2021-02-12,1613088000,green,False,False,False,False,82.94921959963715,7.524062104746299,Got to lick a plate clean after dinner! SO AMAZING! BLESSED!
dog,10.517831242724903,85.07386971038852,1,11,2024-02-03,1706918400,green,False,False,True,False,74.05031913458784,9.316339414350708,Got to lick a plate clean after dinner! SO AMAZING! BLESSED!
turtle,48.775654776309466,41.152184268734715,9,1,2016-02-19,1455840000,mixed,True,False,False,True,72.66816582919712,6.798525986466403,Still thinking about that lettuce from last week. Good times.
turtle,43.66433470354689,52.640929846177485,8,3,2017-12-22,1513900800,mixed,True,False,False,True,57.849342130229374,6.842630524126719,Humans always rushing in movies. What's the hurry? Life is long.
cat,8.081104767695223,96.15863851789267,3,2,2022-02-14,1644796800,red,True,False,False,False,73.92795908287243,6.986074572317907,Spent all day judging everyone. It was exhausting being this superior.
bird,40.11976715227435,47.29255960667196,11,5,2014-02-05,1391558400,gray,True,True,True,False,67.69028628679318,6.424984455450931,Found the perfect branch today. #HomeImprovement
fish,23.30106604525375,73.3805618706992,14,6,2011-02-12,1297468800,blue,False,False,False,True,84.5116023208958,10.0,New filter day. Not sure if improvement or disruption to my routine.
cat,4.146989360682322,101.98988193464301,6,6,2019-01-06,1546732800,red,True,True,True,False,93.78804162297145,6.954123007809901,Just knocked over a vase. No regrets. #CatLife
turtle,55.84772124336421,33.19512872528487,10,1,2015-01-05,1420416000,mixed,True,False,True,True,61.07288773977678,5.450872285581727,Moved three inches to the left. That's enough productivity for today.
turtle,47.61755122175966,48.39438905502081,7,5,2018-02-24,1519430400,mixed,False,False,False,True,46.1826191637392,7.275689391462496,Planning my next move. ETA: Next Thursday.
fish,18.612333119125026,78.49285489419724,14,6,2011-12-09,1323388800,blue,False,False,False,True,74.60675229784573,10.0,Bubbles are overrated. I'm just saying what everyone's thinking.
cat,4.96780470294045,99.54644348767053,7,8,2018-02-18,1518912000,red,True,False,False,False,77.31776959731438,7.669878570362449,Just knocked over a vase. No regrets. #CatLife
turtle,54.41012409377707,41.364768171075,5,1,2020-01-25,1579910400,mixed,True,False,True,True,64.96884347260706,6.467060712237347,Humans always rushing in movies. What's the hurry? Life is long.
cat,4.198555309581104,103.6351566773416,7,8,2018-12-26,1545782400,red,True,True,True,False,87.10533759992347,6.195226617079558,Another day of being misunderstood by my human staff. They'll learn eventually.
dog,9.58280081530683,90.87125645842413,5,9,2020-02-24,1582502400,green,False,False,False,True,94.20316962883814,6.996030342895854,Got to lick a plate clean after dinner! SO AMAZING! BLESSED!
turtle,63.172732063477454,22.233547333870955,6,3,2019-02-17,1550361600,mixed,True,False,True,True,48.54541189407756,3.539587874802439,Watched the same leaf float by. Twice. Exciting day.
cat,1.6522749514179425,99.39249239775452,2,4,2023-12-24,1703376000,red,True,True,False,False,93.14982908309018,5.999512187971588,Sitting in the window judging passersby. My theatrical viewing experience.
fish,25.085048236907262,71.56062389488922,16,2,2009-01-23,1232668800,blue,True,False,False,True,78.29691127839607,9.452096809076302,Watched the humans watching that ocean movie. So many inaccuracies.
cat,4.736743625957544,94.37208281111452,4,2,2021-01-01,1609459200,red,True,True,True,False,89.91990793302845,5.9072259594014955,That movie with the orange cat was completely unrealistic. We're much more cunning.
cat,4.079455556031249,98.78532058481163,7,8,2018-02-14,1518566400,red,False,True,True,False,101.58557931130419,5.534916211247134,My human thinks I can't open the food cabinet. They're so naive. #MissionImpossible
dog,9.09168108859261,91.92377594439068,2,9,2023-01-19,1674086400,red,False,False,True,False,92.6216363037013,7.18301763463165,Played with my favorite toy for TWO HOURS! INCREDIBLE DAY!
bird,30.090705988293294,65.30856129493341,9,7,2016-02-06,1454716800,gray,False,True,True,False,66.53991479345933,8.920648606304399,Theater critics loved my dawn performance. Five star reviews! 🎭
fish,24.641584686060618,81.4348442330983,10,1,2015-02-01,1422748800,red,False,False,True,True,89.10632970867982,7.687294615281414,"Same bowl, different day. #AquariumLife"
fish,20.877319320089068,70.88162361533278,11,1,2014-02-05,1391558400,blue,False,False,True,True,93.20546996603304,8.630361609271116,Bubbles are overrated. I'm just saying what everyone's thinking.
turtle,45.08266043185307,47.73644727857825,5,1,2020-02-06,1580947200,mixed,False,False,False,True,65.50492672917788,8.856433033698547,Watched the same leaf float by. Twice. Exciting day.
cat,6.381678901857385,92.3905683184391,6,6,2019-12-02,1575244800,red,True,True,False,True,86.10310772816436,9.316534432961525,Spent all day judging everyone. It was exhausting being this superior.
fish,19.519929574117356,67.34896610474664,18,1,2007-02-23,1172188800,blue,False,False,False,True,87.28955665403416,9.325176722334408,New filter day. Not sure if improvement or disruption to my routine.
bird,34.21666612071358,55.79463440762902,14,11,2011-12-23,1324598400,blue,False,True,True,False,82.5066401795118,8.092152083630957,Theater critics loved my dawn performance. Five star reviews! 🎭
bird,32.171871723311156,54.32469870166906,10,5,2015-02-27,1424995200,gray,True,True,True,True,75.76391288307411,6.738768187025526,Found the perfect branch today. #HomeImprovement
bird,21.504656545218083,78.37294824464718,12,7,2013-12-14,1386979200,gray,False,True,True,False,82.16147225874549,9.002687283223036,Flying scenes in movies never get the aerodynamics right. #BadPhysics
turtle,55.71741385799621,26.85324973490851,8,3,2017-12-22,1513900800,mixed,True,False,False,False,55.90595923208845,3.213170972731847,Contemplated the meaning of life for six hours. Made significant progress.
bird,16.84634177572196,72.90828213601108,10,5,2015-02-06,1423180800,gray,True,True,True,False,85.83192216490929,10.0,Watched that new avian documentary. The cinematography was stunning! 🎬
turtle,48.99830383083836,40.17651644520363,5,1,2020-12-14,1607904000,mixed,False,False,False,True,57.03209390159562,5.977246440746059,These action movies are too fast-paced. Can't keep up with the plot when everyone's rushing around. 🎥
fish,14.951084182069433,80.32210025932665,13,4,2012-12-22,1356134400,mixed,False,False,True,True,88.97443033193333,8.429067278114669,The other fish don't appreciate my scales in this lighting.
bird,14.218736327897915,80.9485891926321,14,11,2011-01-13,1294876800,gray,False,True,True,False,82.41419196734233,9.366382966891809,Found the perfect branch today. #HomeImprovement
turtle,52.46367114609801,31.600907306227516,9,1,2016-02-09,1454976000,mixed,False,False,True,True,73.99569260469295,4.004856042660638,Planning my next move. ETA: Next Thursday.
fish,24.16587796965772,75.47935078766643,13,4,2012-01-11,1326240000,blue,False,False,False,True,69.71972201888886,10.0,The lighting in this tank is terrible for my complexion. #FilterNeeded
bird,29.74901205052162,63.430326183641995,13,9,2012-02-12,1329004800,gray,True,True,True,False,78.76980478196424,9.986803486490226,Just watched an old classic film with that talking parrot. Such stereotyping! 🎬
cat,7.569105179293583,95.77948975572187,8,6,2017-12-12,1513036800,red,False,True,True,False,97.53628664463555,5.923051778898998,Watched a great film last night about mice. Would watch again! 🐭🎬
turtle,50.00534161242822,35.07172014711592,5,1,2020-02-25,1582588800,mixed,False,False,False,True,53.77352096110397,7.096854389133082,Made it across the room today. #SpeedDemon
fish,20.88668299892037,71.73956338478419,16,2,2009-12-02,1259712000,blue,False,False,False,True,69.34427763855398,8.234946569661544,The other fish don't appreciate my scales in this lighting.
cat,3.3153014978810216,91.65346921801482,6,6,2019-02-09,1549670400,red,True,True,False,False,85.59989057820118,8.991995776998424,Sitting in the window judging passersby. My theatrical viewing experience.
turtle,55.821654619354526,32.88715331244371,6,3,2019-01-18,1547769600,mixed,True,True,False,True,67.30264385589622,7.059006235796118,Taking a nap on my favorite rock. Living my best life. #TurtleJoy
fish,22.686952810930364,69.39291282794812,17,1,2008-01-13,1200182400,blue,False,False,False,True,81.9200736512374,8.928689372969059,Watched the humans watching that ocean movie. So many inaccuracies.
cat,4.164118758869459,100.39334770971766,5,4,2020-02-03,1580688000,red,False,False,True,True,82.2517598452921,6.332269248726357,Sitting in the window judging passersby. My theatrical viewing experience.
dog,6.153676401282927,81.34562271986059,3,7,2022-02-14,1644796800,green,True,False,False,True,90.64378359720038,10.0,MY HUMAN IS HOME! I LOVE WHEN MY HUMAN IS HOME!
fish,12.531775665735314,93.40676503942534,16,2,2009-12-25,1261699200,blue,False,True,False,True,78.7034826764462,7.242169532508318,Bubbles are overrated. I'm just saying what everyone's thinking.
turtle,60.07536963282976,26.40098557618511,10,1,2015-01-19,1421625600,mixed,True,False,False,True,62.31899255268317,4.469878993151835,Contemplated the meaning of life for six hours. Made significant progress.
turtle,38.34058415472359,50.11903972026444,4,1,2021-01-04,1609718400,mixed,True,False,False,True,76.89587446664,5.164426435487315,These action movies are too fast-paced. Can't keep up with the plot when everyone's rushing around. 🎥
cat,8.045123394116882,99.55704845873682,6,6,2019-12-14,1576281600,red,False,True,False,False,89.05511710959304,6.132821033938908,"Watched them clean up my fur from the couch. Entertaining show, 4/10."
fish,16.080020351329956,80.20154416189982,18,1,2007-01-05,1167955200,blue,False,False,True,True,105.75650844727348,7.885196177642844,Three laps around the castle. New personal record.
cat,4.403364628363734,93.22936050569724,3,2,2022-12-17,1671235200,mixed,True,True,True,False,97.01377955649338,7.425609230128612,Another day of being misunderstood by my human staff. They'll learn eventually.
fish,34.157751756997754,55.92423315921576,12,2,2013-01-02,1357084800,red,False,False,False,True,67.3821859664987,8.292335893107225,The lighting in this tank is terrible for my complexion. #FilterNeeded
cat,4.058252853055275,93.80861259166848,5,4,2020-12-11,1607644800,red,True,True,False,False,81.50522948902764,7.469748862632946,Another day of being misunderstood by my human staff. They'll learn eventually.
cat,3.0716452479196503,98.74682029067158,3,2,2022-01-22,1642809600,gray,True,True,True,False,100.24662339544649,7.974499043170222,Watched a great film last night about mice. Would watch again! 🐭🎬
fish,18.30421333275043,80.62592405936408,19,2,2006-02-18,1140220800,blue,True,False,True,True,78.4622860402503,10.0,Humans tapping on the glass again. Very original.
fish,12.414497115517293,79.1500640273923,15,4,2010-02-11,1265846400,blue,False,False,False,True,78.2654363810772,10.0,Watched 'Finding Nemo' for the 100th time. Still upset about the inaccurate portrayal of marine life. 🎬
cat,4.4354816511075805,88.82852704615625,7,8,2018-02-18,1518912000,gray,True,True,False,False,109.13620750702586,7.4791704424029115,Sitting in the window judging passersby. My theatrical viewing experience.
dog,10.216619617412816,92.88017584518322,5,9,2020-02-15,1581724800,green,True,False,False,False,79.14025841417289,5.6218894355472715,Played with my favorite toy for TWO HOURS! INCREDIBLE DAY!
dog,12.981009523828861,81.78368478737859,5,9,2020-02-04,1580774400,gray,True,False,False,False,88.59029959278361,8.403876867013217,MY HUMAN IS HOME! I LOVE WHEN MY HUMAN IS HOME!
dog,11.528991905738128,85.87505616361214,1,11,2024-01-07,1704585600,green,True,False,True,False,99.79608425907071,9.809603551066125,Got to lick a plate clean after dinner! SO AMAZING! BLESSED!
cat,5.291456588420202,94.25803995963308,2,4,2023-02-17,1676592000,red,False,True,True,False,88.75615752684344,6.427912532614196,That movie with the orange cat was completely unrealistic. We're much more cunning.
cat,9.299884299965491,96.17821491495249,3,2,2022-01-27,1643241600,gray,False,True,True,False,83.31020285501664,6.770402044071167,Sitting in the window judging passersby. My theatrical viewing experience.
cat,6.200150740405237,99.17545324626016,3,2,2022-01-22,1642809600,red,True,True,False,False,97.20021342523454,7.949250826616376,Watched a great film last night about mice. Would watch again! 🐭🎬
turtle,64.35142235581311,24.486883271019536,8,3,2017-02-02,1485993600,red,False,False,False,True,55.05010834069991,4.524093583496898,Watched the same leaf float by. Twice. Exciting day.
bird,37.1290291174612,52.07060608307264,12,7,2013-02-06,1360108800,gray,False,True,True,False,89.52031330590461,7.898475470800397,"Singing since 5am. The neighborhood loves me, I'm sure of it."
bird,41.170879555050696,62.1677651600905,14,11,2011-12-04,1322956800,gray,False,True,True,False,80.13888935547784,7.834778367742717,That scene in the film where the bird speaks? Completely unrealistic dialogue. #BadWriting
cat,7.2950474452007725,94.74985975883358,8,6,2017-12-23,1513987200,red,False,True,False,False,77.69653559476033,7.2548374211934705,"Watched them clean up my fur from the couch. Entertaining show, 4/10."
turtle,58.34336202099841,36.82319806895755,7,5,2018-02-15,1518652800,mixed,True,False,False,True,65.4910693968864,4.818588591849457,Planning my next move. ETA: Next Thursday.
turtle,56.09745731946753,31.49112672587878,6,3,2019-12-16,1576454400,mixed,False,False,False,True,58.101047222215215,5.613530067928001,Made it across the room today. #SpeedDemon
turtle,64.8574309549177,16.389848672394617,7,5,2018-01-25,1516838400,mixed,False,False,False,True,47.75356820465406,2.7773437662074745,Taking a nap on my favorite rock. Living my best life. #TurtleJoy
cat,3.828189597195358,97.95083672263516,4,2,2021-02-01,1612137600,red,True,True,False,False,104.48724125805265,7.6354057373385,My humans watched a film about cats last night. Complete propaganda.
turtle,42.65966368359764,48.892146185695104,5,1,2020-02-12,1581465600,mixed,False,False,False,True,48.061688762981206,7.675219247452213,Made it across the room today. #SpeedDemon
dog,5.21084398529243,102.00642693960692,5,9,2020-12-26,1608940800,green,True,False,False,True,108.3516325504744,4.795716834960486,MY HUMAN IS HOME! I LOVE WHEN MY HUMAN IS HOME!
fish,22.621221853771097,72.34775847458782,15,4,2010-01-22,1264118400,blue,True,False,False,True,89.64571622555174,10.0,Three laps around the castle. New personal record.
cat,7.323811828566207,88.98142761582235,4,2,2021-01-19,1611014400,red,False,True,True,False,97.80301924040829,8.307820223782592,Just knocked over a vase. No regrets. #CatLife
fish,14.80243828549652,88.65412809662662,17,1,2008-01-23,1201046400,blue,False,False,False,True,67.30103587611228,8.921483508537582,New filter day. Not sure if improvement or disruption to my routine.
fish,16.377769069682014,78.25460236638848,17,1,2008-12-15,1229299200,blue,True,False,True,True,91.64680993015952,10.0,The lighting in this tank is terrible for my complexion. #FilterNeeded
dog,14.32297873627872,81.43464222783132,1,11,2024-01-13,1705104000,green,False,False,True,False,82.53803579532291,8.010167196565401,"SQUIRREL! Oh wait, false alarm. #AlwaysOnGuard"
dog,12.082665967849012,77.77852443169343,3,7,2022-01-06,1641427200,gray,False,False,False,False,73.3881597958315,9.117635008593655,Got to lick a plate clean after dinner! SO AMAZING! BLESSED!
bird,35.20577691277977,63.39103551138579,10,5,2015-01-02,1420156800,gray,False,True,True,False,81.97324788620176,8.707775710394763,Watched that new avian documentary. The cinematography was stunning! 🎬
fish,22.074679550869952,72.62221878238016,17,1,2008-01-05,1199491200,blue,True,False,False,False,75.1620423594892,9.012085726108962,Watched the humans watching that ocean movie. So many inaccuracies.
bird,28.30405041188761,60.14680538059938,13,9,2012-02-16,1329350400,gray,False,True,True,False,79.23244913401605,8.679632986038108,Found the perfect branch today. #HomeImprovement
dog,5.335920750891866,99.39011186119107,5,9,2020-12-23,1608681600,green,True,False,False,False,96.53321103304177,5.019210659224276,That movie about dogs on an adventure was so inspiring! 🎞️ #DoggoFilmCritic
fish,22.96060567778347,71.11601395994865,19,2,2006-01-12,1137024000,blue,False,False,False,True,85.74922793017916,10.0,Three laps around the castle. New personal record.
fish,30.6582009580335,72.30059827091573,13,4,2012-02-15,1329264000,blue,True,False,True,True,67.1024231701981,8.548925086830309,Bubbles are overrated. I'm just saying what everyone's thinking.
turtle,52.992796793946056,42.79230710227085,5,1,2020-02-20,1582156800,mixed,False,False,False,True,69.77622333342732,5.245723266106994,Contemplated the meaning of life for six hours. Made significant progress.
fish,14.282425363759785,76.82573395285934,10,1,2015-02-04,1423008000,blue,True,False,False,True,94.66267913651747,6.732790242616926,Watched the humans watching that ocean movie. So many inaccuracies.
turtle,47.99729377709937,46.016297515418884,9,1,2016-01-11,1452470400,mixed,False,False,False,True,57.685794883371074,6.652251779433197,Watched the same leaf float by. Twice. Exciting day.
dog,12.850062415285436,89.8350951469807,5,9,2020-01-12,1578787200,green,True,False,False,False,91.39652110576657,6.524424016639346,Played with my favorite toy for TWO HOURS! INCREDIBLE DAY!
fish,25.3445762468165,61.20439890252927,20,4,2005-02-10,1107993600,mixed,False,False,False,True,81.15647815758824,8.965045996752377,Watched the humans watching that ocean movie. So many inaccuracies.
cat,8.115124575427187,88.96845411301321,7,8,2018-02-02,1517529600,red,False,False,True,False,94.3594873160753,6.9911526562142345,Another day of being misunderstood by my human staff. They'll learn eventually.
bird,38.48308212516144,51.13488374812421,11,5,2014-02-24,1393200000,gray,False,True,True,False,75.21713027535377,6.232758298971666,Theater critics loved my dawn performance. Five star reviews! 🎭
turtle,30.024630815342693,69.40590733028195,7,5,2018-02-16,1518739200,mixed,True,False,False,True,94.07977749841646,10.0,Planned my route to the food bowl. Execution scheduled for tomorrow.
bird,31.8353844242629,57.28783155136155,9,7,2016-01-03,1451779200,gray,False,True,True,False,78.81573448786334,9.300942685646746,"Singing since 5am. The neighborhood loves me, I'm sure of it."
fish,12.790284892599091,85.9759630245448,16,2,2009-02-24,1235433600,blue,False,False,True,True,94.79659889838561,7.08063560869514,My memory isn't actually that bad. I just pretend so the humans don't suspect anything.
turtle,56.34482555949901,42.06026240562635,7,5,2018-02-08,1518048000,mixed,False,False,True,True,50.06376974329411,5.440601602033326,Taking a nap on my favorite rock. Living my best life. #TurtleJoy
turtle,57.322023382053985,21.068593214849443,10,1,2015-01-17,1421452800,mixed,True,False,False,True,56.866711733719924,2.9781448299474893,Taking a nap on my favorite rock. Living my best life. #TurtleJoy
bird,23.435368161080092,72.3551343222176,15,9,2010-12-15,1292371200,gray,False,True,True,False,76.55360748637084,10.0,Watched that new avian documentary. The cinematography was stunning! 🎬
fish,18.497614483988265,78.4489446010353,20,4,2005-12-08,1134000000,blue,False,False,False,False,88.47474196507584,9.243422740567395,Bubbles are overrated. I'm just saying what everyone's thinking.
bird,24.85630907937933,57.79273133024113,9,7,2016-01-02,1451692800,gray,False,True,True,False,88.9113487288799,7.819604570411422,My singing was featured in the background of that new nature film. #MovieStar
turtle,58.20781127584235,21.77588881127364,6,3,2019-02-10,1549756800,mixed,False,False,True,True,40.76266912674489,4.089019223791946,Planning my next move. ETA: Next Thursday.
cat,4.842480910321981,98.52427605963072,7,8,2018-01-22,1516579200,red,True,True,True,False,101.15279885112481,5.952650739022134,Watched a great film last night about mice. Would watch again! 🐭🎬
bird,24.861671844190433,69.88373041506891,14,11,2011-01-17,1295222400,gray,False,True,True,False,85.43102659739993,10.0,Theater critics loved my dawn performance. Five star reviews! 🎭
turtle,57.85340702417733,31.554070007140147,5,1,2020-01-04,1578096000,mixed,True,True,True,True,64.90725210508592,4.717558862594712,Watched the same leaf float by. Twice. Exciting day.
dog,11.828881818818617,85.07590424976452,3,7,2022-02-23,1645574400,green,False,False,False,False,94.74448721697175,7.430554674180942,Walk? Did someone say WALK? I'm ready! Let's GOOOO!
fish,24.092536858422456,77.31316450799582,11,1,2014-01-11,1389398400,blue,False,False,False,True,79.21425344909709,8.52048004740465,The lighting in this tank is terrible for my complexion. #FilterNeeded
cat,1.9169848101666647,109.71583442118603,6,6,2019-01-23,1548201600,red,True,True,True,False,93.44148903181795,4.768715509692884,"Watched them clean up my fur from the couch. Entertaining show, 4/10."
fish,17.097039973109037,85.056063290093,13,4,2012-02-22,1329868800,blue,False,False,True,True,89.91119740588023,7.926381539623458,My memory isn't actually that bad. I just pretend so the humans don't suspect anything.
cat,6.359508702905932,80.63150709128264,4,2,2021-02-05,1612483200,green,True,True,False,False,94.08338083606645,8.403084381186034,Humans think these 'cat movies' represent us accurately. How disappointing.
cat,1.6755263157014513,97.80844363877709,8,6,2017-12-20,1513728000,red,True,True,False,False,94.3135868181742,7.630819255596552,Just knocked over a vase. No regrets. #CatLife
turtle,33.65233490199216,66.68305133247632,4,1,2021-12-07,1638835200,mixed,True,True,False,False,83.61410308241312,9.954233311336814,Moved three inches to the left. That's enough productivity for today.
fish,16.329966983159665,78.25895111282122,15,4,2010-02-05,1265328000,blue,False,False,False,True,91.65398708500825,9.415601056439238,Watched 'Finding Nemo' for the 100th time. Still upset about the inaccurate portrayal of marine life. 🎬
dog,12.319902768164052,92.31869235509731,3,7,2022-01-07,1641513600,green,True,False,False,False,74.33571362774985,7.518064806455065,Got to lick a plate clean after dinner! SO AMAZING! BLESSED!
